"","x","y","Cell_class"
"2038",1705.170488,3319.78159,"OD Immature 1"
"2039",1536.990112,3039.501216,"Excitatory"
"2040",1538.141402,3080.596369,"Astrocyte"
"2041",1548.869109,3110.390927,"Inhibitory"
"2042",1551.291966,2983.019807,"OD Mature 2"
"2043",1553.189254,3159.012856,"Inhibitory"
"2044",1561.616954,3076.595907,"Excitatory"
"2046",1561.747268,3012.751346,"Inhibitory"
"2047",1564.691467,3170.512646,"Inhibitory"
"2048",1564.739417,3037.161743,"Inhibitory"
"2049",1569.930622,3099.861787,"Excitatory"
"2051",1583.742637,3064.905066,"Excitatory"
"2052",1588.497635,3041.129481,"OD Immature 1"
"2053",1587.756985,3013.832043,"Inhibitory"
"2054",1588.875205,3149.869789,"Endothelial 1"
"2055",1599.546525,2998.267301,"Inhibitory"
"2056",1603.203899,3110.67934,"Excitatory"
"2058",1603.694332,3012.344263,"Inhibitory"
"2059",1603.219878,3067.664903,"Inhibitory"
"2060",1603.941145,3119.398153,"Excitatory"
"2061",1605.504568,3127.981363,"Excitatory"
"2062",1610.239798,3082.45691,"Inhibitory"
"2065",1622.849388,3160.236805,"Inhibitory"
"2066",1630.00196,3117.107909,"Excitatory"
"2067",1635.335769,3080.429875,"Inhibitory"
"2068",1641.314616,3108.621563,"Inhibitory"
"2069",1645.249761,2994.288722,"Astrocyte"
"2070",1642.872669,3140.501825,"Excitatory"
"2071",1648.023694,3039.955339,"Inhibitory"
"2072",1651.845586,2995.310586,"Excitatory"
"2073",1655.916665,3084.106872,"Astrocyte"
"2075",1662.104985,3164.982505,"Endothelial 3"
"2076",1663.210298,3171.096076,"Endothelial 3"
"2077",1664.927213,3100.387473,"OD Mature 2"
"2078",1669.074379,3131.319421,"Inhibitory"
"2079",1672.502186,3004.06654,"Excitatory"
"2080",1674.275308,3070.616604,"Excitatory"
"2081",1674.144349,3127.813317,"Astrocyte"
"2082",1675.249037,3030.931851,"Excitatory"
"2083",1678.34212,3162.109922,"Excitatory"
"2085",1682.816715,3095.819712,"Excitatory"
"2086",1683.929858,3105.617244,"Excitatory"
"2087",1689.690435,3009.016229,"Ependymal"
"2088",1689.71351,3022.882322,"Excitatory"
"2089",1697.376461,3141.70916,"Astrocyte"
"2090",1699.609077,2992.166566,"Ependymal"
"2091",1699.809414,3046.724476,"Ependymal"
"2092",1714.074712,3093.105999,"Ependymal"
"2093",1714.206966,3001.248569,"Ependymal"
"2094",1712.982641,3020.936443,"Ependymal"
"2095",1714.448597,3136.891221,"Ependymal"
"2096",1716.511987,3116.958862,"Ependymal"
"2097",1717.132905,3104.518312,"Ependymal"
"2098",1721.764247,3062.781362,"Ependymal"
"2099",1543.617998,3127.05527,"Inhibitory"
"2100",1584.686045,3100.37191,"Inhibitory"
"2101",1632.008695,2993.097995,"Inhibitory"
"2102",1637.197121,3153.148085,"Inhibitory"
"2103",1695.351397,3008.398085,"Ependymal"
"2104",1696.08014,3020.453192,"Ependymal"
"2105",1698.344033,3085.155181,"Excitatory"
"2106",1703.501133,3097.470652,"Microglia"
"2107",1707.829471,3061.6846,"Ependymal"
"2108",1536.105125,3105.056722,"Excitatory"
"2109",1633.283004,3023.771736,"Inhibitory"
"2110",1634.725365,3055.417637,"OD Immature 1"
"2111",1697.314001,3152.82765,"Inhibitory"
"2112",1705.096223,3044.952031,"Ependymal"
"2113",1715.716433,3147.472214,"Inhibitory"
"2115",1721.919378,3039.80166,"Ependymal"
"2116",1536.521727,2801.680215,"Excitatory"
"2118",1542.330959,2955.708989,"Excitatory"
"2119",1548.899998,2888.267883,"Astrocyte"
"2120",1556.147007,2800.528845,"Excitatory"
"2121",1556.508535,2926.896268,"Excitatory"
"2122",1562.960223,2865.718098,"Inhibitory"
"2123",1565.936467,2960.270327,"Inhibitory"
"2124",1572.117322,2859.328369,"Excitatory"
"2126",1573.474065,2809.214621,"Excitatory"
"2127",1576.229857,2958.945109,"Inhibitory"
"2128",1575.926795,2933.417886,"Inhibitory"
"2129",1579.62003,2849.623979,"Excitatory"
"2130",1584.060829,2890.711754,"Excitatory"
"2132",1596.514731,2909.635255,"Excitatory"
"2133",1599.150896,2840.914737,"Inhibitory"
"2134",1598.436483,2854.020982,"Excitatory"
"2135",1603.180909,2946.38475,"Astrocyte"
"2136",1610.008491,2894.875816,"OD Immature 1"
"2137",1614.744996,2820.841692,"Excitatory"
"2138",1621.156416,2802.90942,"Astrocyte"
"2139",1622.862348,2956.229114,"Inhibitory"
"2140",1627.722517,2839.295522,"Endothelial 1"
"2141",1630.720383,2911.301459,"Endothelial 1"
"2142",1635.777799,2808.02254,"OD Immature 1"
"2143",1633.166698,2865.88927,"Excitatory"
"2144",1637.722903,2942.016761,"Inhibitory"
"2145",1636.625959,2789.969945,"Excitatory"
"2146",1640.670176,2898.380419,"Astrocyte"
"2147",1641.36752,2827.581176,"Excitatory"
"2148",1644.130466,2882.209441,"Excitatory"
"2151",1650.650537,2867.663636,"Endothelial 2"
"2152",1652.400354,2811.928115,"Excitatory"
"2153",1654.704397,2898.389121,"Excitatory"
"2154",1656.275653,2955.148134,"Endothelial 1"
"2155",1662.19981,2813.896032,"Excitatory"
"2156",1660.888197,2826.659113,"Endothelial 1"
"2157",1664.613166,2928.386124,"Excitatory"
"2158",1675.104998,2961.068869,"Excitatory"
"2160",1676.840489,2948.71959,"Excitatory"
"2162",1677.327093,2868.855367,"Excitatory"
"2163",1676.9446,2838.013517,"Excitatory"
"2164",1682.163993,2888.627439,"Inhibitory"
"2165",1685.153536,2790.70507,"Excitatory"
"2166",1684.72914,2803.397855,"Excitatory"
"2167",1693.01602,2947.962826,"OD Mature 3"
"2168",1695.415961,2839.753277,"Excitatory"
"2170",1697.45583,2787.086651,"Excitatory"
"2171",1696.529609,2826.145971,"Excitatory"
"2172",1698.90637,2904.295509,"OD Mature 3"
"2173",1701.243393,2928.898215,"Excitatory"
"2174",1705.845131,2811.235512,"Excitatory"
"2175",1706.074628,2910.28157,"Excitatory"
"2176",1707.851549,2946.944044,"Excitatory"
"2177",1711.110251,2857.163656,"Excitatory"
"2178",1713.566396,2930.66303,"Excitatory"
"2179",1718.313942,2908.930191,"Endothelial 1"
"2180",1719.963109,2884.911273,"Inhibitory"
"2181",1537.199964,2873.388905,"Endothelial 3"
"2182",1593.241644,2921.923088,"Astrocyte"
"2184",1599.814321,2879.107107,"Excitatory"
"2185",1602.831976,2814.21258,"Excitatory"
"2186",1641.131834,2893.434097,"Excitatory"
"2187",1639.183909,2919.888266,"Inhibitory"
"2188",1670.074267,2811.78548,"Excitatory"
"2189",1687.656575,2930.863513,"Microglia"
"2190",1702.364791,2875.271736,"Excitatory"
"2191",1706.50684,2792.467238,"Inhibitory"
"2192",1569.752734,2903.755805,"Astrocyte"
"2193",1582.367629,2824.410478,"Astrocyte"
"2194",1588.559918,2836.650701,"Excitatory"
"2195",1639.00695,2873.983579,"OD Mature 3"
"2196",1698.500694,2966.411635,"Excitatory"
"2198",1723.240813,2792.200636,"Excitatory"
"2200",1613.230724,2867.925265,"Excitatory"
"2201",1620.866146,2852.784379,"Excitatory"
"2202",1657.605049,2851.393298,"Inhibitory"
"2203",1543.562476,2860.582481,"Excitatory"
"2204",1541.424047,2835.116568,"Inhibitory"
"2205",1561.571674,2829.979103,"Excitatory"
"2207",1637.29841,2859.002341,"Excitatory"
"2208",1716.305167,2843.983496,"Excitatory"
"2209",1689.768536,2920.020479,"Inhibitory"
"2210",1537.156945,2642.609076,"Inhibitory"
"2211",1539.599016,2655.394144,"Astrocyte"
"2212",1543.501157,2668.146364,"Excitatory"
"2213",1543.303163,2704.993108,"Excitatory"
"2214",1544.002618,2761.817972,"Excitatory"
"2215",1545.125134,2611.604498,"Endothelial 1"
"2216",1545.66075,2593.553102,"Astrocyte"
"2217",1550.997016,2710.082053,"Astrocyte"
"2218",1553.42133,2740.734895,"Inhibitory"
"2219",1562.105139,2644.935067,"Inhibitory"
"2220",1562.440825,2736.972524,"Endothelial 1"
"2221",1563.025888,2629.656224,"Astrocyte"
"2222",1561.864903,2713.758142,"Excitatory"
"2223",1568.845159,2676.908816,"OD Immature 1"
"2224",1574.32012,2703.710624,"Microglia"
"2225",1575.46866,2721.973005,"Excitatory"
"2227",1589.979419,2681.795353,"Inhibitory"
"2228",1591.265375,2642.985397,"Inhibitory"
"2229",1599.13376,2720.324616,"Excitatory"
"2230",1600.241565,2746.87177,"Excitatory"
"2231",1604.929683,2707.02203,"Astrocyte"
"2232",1605.830651,2599.703572,"Astrocyte"
"2233",1609.241934,2726.951204,"Excitatory"
"2234",1617.722636,2593.754898,"Endothelial 2"
"2235",1622.069029,2687.225691,"Astrocyte"
"2236",1627.977686,2739.728706,"Inhibitory"
"2237",1630.515383,2673.640066,"Excitatory"
"2238",1628.968054,2756.057851,"Excitatory"
"2239",1631.320307,2609.919257,"Astrocyte"
"2240",1633.967257,2604.040733,"Astrocyte"
"2241",1634.495039,2731.549406,"OD Immature 2"
"2242",1633.969196,2714.028818,"Astrocyte"
"2243",1634.01077,2625.166679,"Astrocyte"
"2244",1643.628209,2597.745733,"Astrocyte"
"2245",1643.955077,2625.865198,"Astrocyte"
"2246",1652.21841,2694.342303,"Inhibitory"
"2247",1651.516624,2759.770213,"Excitatory"
"2248",1653.440848,2605.901336,"Astrocyte"
"2249",1652.609268,2592.557311,"Astrocyte"
"2250",1655.004219,2629.118097,"Pericytes"
"2251",1656.687078,2739.815889,"Inhibitory"
"2252",1662.463122,2638.315358,"Pericytes"
"2253",1668.372551,2617.035531,"Endothelial 2"
"2254",1668.141803,2760.041417,"Excitatory"
"2255",1668.592002,2712.521356,"Excitatory"
"2256",1670.643772,2769.809302,"Excitatory"
"2257",1673.955132,2632.414227,"Astrocyte"
"2258",1675.922347,2612.86913,"Endothelial 1"
"2259",1681.926902,2637.793619,"Astrocyte"
"2260",1678.542383,2642.821821,"Astrocyte"
"2261",1679.940282,2661.977655,"Excitatory"
"2263",1686.064695,2725.506792,"Excitatory"
"2264",1685.962504,2602.530562,"Ependymal"
"2265",1690.367272,2616.725825,"Endothelial 2"
"2266",1692.77945,2696.875368,"Inhibitory"
"2267",1688.207841,2669.246001,"Excitatory"
"2268",1689.149208,2715.52666,"Excitatory"
"2269",1695.725959,2609.877079,"Ependymal"
"2270",1699.95774,2626.865438,"Ependymal"
"2271",1703.571285,2746.124621,"Astrocyte"
"2272",1706.152709,2693.053708,"Excitatory"
"2273",1705.869768,2659.214119,"Endothelial 2"
"2275",1714.46581,2760.252702,"Excitatory"
"2276",1714.085942,2697.874296,"Ependymal"
"2277",1715.497098,2726.013736,"Excitatory"
"2278",1717.272771,2709.785707,"Excitatory"
"2279",1718.599459,2594.25982,"Inhibitory"
"2280",1535.306721,2727.59216,"OD Mature 2"
"2281",1578.984248,2762.387074,"Excitatory"
"2282",1582.680408,2758.11995,"Excitatory"
"2283",1623.095332,2744.009848,"Inhibitory"
"2284",1681.39162,2690.754712,"Excitatory"
"2285",1697.82767,2737.426474,"Excitatory"
"2286",1717.667569,2770.699788,"Excitatory"
"2287",1722.832598,2740.092928,"Excitatory"
"2288",1608.621908,2762.521014,"Excitatory"
"2289",1614.417178,2720.344958,"OD Mature 3"
"2290",1619.852034,2671.663503,"OD Immature 1"
"2291",1685.992505,2608.393872,"Ependymal"
"2292",1696.472667,2719.315075,"Inhibitory"
"2293",1700.161261,2755.770635,"Excitatory"
"2294",1696.175729,2765.69442,"Excitatory"
"2295",1612.735269,2672.525827,"Inhibitory"
"2296",1615.408794,2615.949851,"Inhibitory"
"2297",1670.871454,2609.363083,"Endothelial 3"
"2298",1698.229603,2636.604141,"Endothelial 2"
"2299",1705.547257,2640.361303,"Ependymal"
"2300",1547.793998,2450.304755,"Microglia"
"2305",1862.39416,2569.228322,"Endothelial 2"
"2306",1869.198843,2569.783685,"Endothelial 2"
"2308",1804.026705,2425.048294,"OD Mature 1"
"2309",1733.758999,2753.543356,"Microglia"
"2310",1734.715243,2705.777617,"Endothelial 2"
"2311",1735.320735,2700.191569,"Endothelial 2"
"2312",1738.213541,2715.19699,"Astrocyte"
"2313",1738.326919,2684.356895,"Endothelial 2"
"2315",1739.52179,2692.691106,"Ependymal"
"2316",1743.904703,2729.962927,"Endothelial 3"
"2317",1755.344574,2767.596011,"Endothelial 3"
"2318",1762.231368,2615.934857,"OD Immature 2"
"2319",1761.738354,2694.82094,"Ependymal"
"2320",1762.460799,2725.856269,"Pericytes"
"2321",1768.744167,2695.896845,"Pericytes"
"2322",1779.817505,2694.156608,"Pericytes"
"2323",1781.726794,2752.595464,"Ependymal"
"2324",1781.18712,2643.688411,"Endothelial 2"
"2325",1782.843693,2665.564341,"Pericytes"
"2326",1783.803536,2715.551243,"Pericytes"
"2327",1784.177187,2703.261492,"Pericytes"
"2328",1792.066177,2751.539254,"Ependymal"
"2329",1792.361473,2769.849779,"Excitatory"
"2330",1797.04114,2632.028129,"Endothelial 2"
"2331",1799.997401,2711.931598,"Excitatory"
"2332",1804.691417,2667.404743,"Inhibitory"
"2333",1807.506968,2688.947418,"Microglia"
"2334",1809.027061,2758.406597,"Excitatory"
"2335",1808.39912,2711.674278,"Astrocyte"
"2336",1810.643603,2626.165434,"Ependymal"
"2337",1812.877772,2765.147529,"Excitatory"
"2338",1822.318267,2622.691408,"Astrocyte"
"2339",1825.077352,2608.226103,"Astrocyte"
"2340",1825.261375,2739.243395,"Excitatory"
"2341",1827.016656,2749.203838,"Endothelial 2"
"2342",1829.113213,2764.861915,"Excitatory"
"2343",1840.712563,2724.195084,"Excitatory"
"2344",1841.323025,2711.652667,"Excitatory"
"2345",1853.214191,2733.905261,"Excitatory"
"2346",1853.251324,2622.29911,"Microglia"
"2347",1854.844328,2599.040892,"Astrocyte"
"2348",1858.248602,2760.178174,"Excitatory"
"2349",1858.122832,2673.619935,"Excitatory"
"2350",1860.780909,2745.310447,"Inhibitory"
"2351",1859.951443,2702.925167,"Astrocyte"
"2352",1868.056954,2726.868249,"Excitatory"
"2353",1867.897997,2757.348221,"Excitatory"
"2354",1870.915893,2650.82682,"Endothelial 1"
"2355",1872.986657,2589.805071,"Excitatory"
"2356",1876.262426,2730.189052,"Endothelial 1"
"2357",1877.671241,2678.906983,"Ependymal"
"2358",1880.288716,2645.308717,"Endothelial 1"
"2359",1882.962248,2660.917206,"Excitatory"
"2360",1887.34606,2719.13978,"OD Immature 2"
"2361",1890.595249,2657.831869,"Endothelial 1"
"2362",1891.312714,2762.156652,"Endothelial 1"
"2363",1899.31777,2710.28126,"Excitatory"
"2364",1900.702164,2730.436994,"Excitatory"
"2365",1902.118509,2664.600539,"Excitatory"
"2366",1912.163004,2732.989191,"Astrocyte"
"2367",1914.606044,2591.224038,"Astrocyte"
"2368",1916.878324,2749.463108,"Excitatory"
"2369",1918.821536,2620.864088,"OD Immature 1"
"2370",1923.599183,2712.771463,"Astrocyte"
"2371",1801.056752,2732.481275,"Excitatory"
"2372",1802.345282,2642.157387,"Pericytes"
"2373",1807.352897,2737.442425,"Excitatory"
"2374",1819.029731,2684.90066,"Excitatory"
"2375",1824.118056,2699.61729,"Excitatory"
"2376",1826.147372,2729.962618,"Inhibitory"
"2377",1828.842532,2690.575905,"Inhibitory"
"2378",1833.866602,2729.847828,"Excitatory"
"2380",1868.758398,2600.585663,"Endothelial 1"
"2381",1876.323752,2768.39616,"Excitatory"
"2382",1884.16887,2735.145171,"Inhibitory"
"2383",1895.877337,2690.334404,"Astrocyte"
"2384",1901.710692,2767.654199,"Excitatory"
"2385",1910.997485,2705.63903,"Inhibitory"
"2386",1735.675595,2722.411715,"Endothelial 2"
"2387",1747.931137,2621.441511,"Ependymal"
"2388",1753.916819,2625.406961,"Ependymal"
"2389",1811.044157,2718.622582,"Excitatory"
"2391",1832.096949,2705.299681,"Excitatory"
"2392",1843.522859,2749.763219,"Astrocyte"
"2393",1756.811372,2672.509639,"Ependymal"
"2394",1819.607818,2759.313891,"Excitatory"
"2395",1746.442274,2664.784456,"Ependymal"
"2396",1755.190868,2747.665438,"Endothelial 3"
"2397",1768.45528,2668.060284,"Inhibitory"
"2398",1778.214925,2715.372087,"Pericytes"
"2399",1740.526855,2865.476479,"Excitatory"
"2400",1746.391605,2902.366841,"Excitatory"
"2401",1756.484309,2816.066746,"Endothelial 2"
"2402",1754.327967,2945.289147,"Excitatory"
"2403",1755.949785,2878.991616,"Inhibitory"
"2404",1754.421118,2795.755681,"Endothelial 2"
"2405",1758.318438,2965.915034,"Excitatory"
"2406",1761.345646,2941.483353,"Excitatory"
"2407",1764.037026,2841.25834,"Ependymal"
"2408",1763.057975,2859.708538,"Microglia"
"2409",1766.226576,2900.958057,"Inhibitory"
"2411",1769.861534,2892.907808,"Excitatory"
"2412",1770.93721,2910.269953,"OD Mature 3"
"2413",1785.421505,2844.291268,"Ependymal"
"2414",1787.982039,2853.657002,"Excitatory"
"2415",1788.742124,2951.267503,"Ependymal"
"2416",1790.456651,2822.532128,"Excitatory"
"2417",1786.778642,2963.108326,"Ependymal"
"2418",1795.571671,2969.157521,"Ependymal"
"2419",1797.283199,2835.420121,"Ependymal"
"2420",1800.37779,2894.826081,"Pericytes"
"2421",1799.322127,2825.904392,"Excitatory"
"2422",1800.412025,2808.908611,"Excitatory"
"2423",1801.800665,2951.658341,"Ependymal"
"2424",1803.283638,2800.084603,"Excitatory"
"2425",1813.337581,2917.915688,"Inhibitory"
"2426",1814.172788,2826.182639,"Excitatory"
"2427",1817.465882,2907.460049,"Pericytes"
"2428",1818.724609,2800.324372,"Excitatory"
"2429",1823.511288,2838.337838,"Excitatory"
"2430",1829.169776,2860.216591,"Excitatory"
"2431",1831.374817,2796.867325,"Excitatory"
"2432",1834.173017,2897.413383,"Excitatory"
"2435",1840.653754,2835.401785,"Astrocyte"
"2437",1840.72167,2893.45654,"Excitatory"
"2438",1845.634469,2926.352902,"Excitatory"
"2439",1848.296925,2834.174189,"Excitatory"
"2440",1849.412145,2905.27391,"Astrocyte"
"2441",1848.669942,2888.77666,"Microglia"
"2442",1851.22814,2940.444969,"Excitatory"
"2443",1857.335643,2831.134275,"Excitatory"
"2444",1858.649178,2961.748086,"Excitatory"
"2445",1860.388447,2790.228106,"Astrocyte"
"2446",1863.584409,2916.220916,"Excitatory"
"2447",1865.555123,2846.415583,"Excitatory"
"2448",1871.544632,2879.5606,"Excitatory"
"2449",1873.155152,2800.955982,"Astrocyte"
"2450",1872.294952,2819.862392,"Excitatory"
"2451",1877.121437,2874.660805,"Excitatory"
"2452",1880.821464,2943.545691,"Excitatory"
"2453",1885.717988,2843.639863,"Excitatory"
"2454",1890.372851,2851.001409,"Excitatory"
"2455",1895.975671,2945.288586,"Excitatory"
"2456",1889.907464,2907.738705,"Inhibitory"
"2457",1895.09227,2833.030626,"Excitatory"
"2458",1901.195349,2827.070132,"Excitatory"
"2459",1898.258781,2915.019828,"Endothelial 1"
"2460",1910.680862,2968.233013,"Excitatory"
"2461",1912.299658,2827.17249,"Astrocyte"
"2462",1913.129496,2938.67815,"Astrocyte"
"2463",1911.312781,2900.527091,"Excitatory"
"2464",1920.48681,2851.016007,"Excitatory"
"2465",1920.897585,2954.024502,"Excitatory"
"2466",1734.842039,2804.982581,"Excitatory"
"2467",1743.40831,2891.189617,"Excitatory"
"2468",1752.116473,2964.728643,"Excitatory"
"2469",1778.066955,2880.474237,"Pericytes"
"2470",1794.071335,2789.142394,"Microglia"
"2471",1799.346227,2856.591649,"Ependymal"
"2472",1802.291692,2876.558152,"Ependymal"
"2473",1807.981394,2852.679447,"Endothelial 2"
"2474",1821.37649,2952.97746,"Inhibitory"
"2475",1851.297734,2956.955893,"OD Immature 1"
"2476",1871.92277,2893.870806,"Astrocyte"
"2477",1890.773956,2881.563449,"Excitatory"
"2478",1743.686597,2939.857106,"Excitatory"
"2479",1752.185685,2847.364319,"Ependymal"
"2480",1772.458357,2784.894477,"Endothelial 2"
"2481",1781.924749,2837.613222,"Ependymal"
"2482",1785.886159,2928.930341,"Ependymal"
"2483",1789.494386,2936.682322,"Ependymal"
"2484",1808.631765,2959.881374,"Ependymal"
"2485",1819.906003,2898.612688,"Ependymal"
"2486",1832.040225,2863.580125,"Excitatory"
"2487",1844.171473,2858.111302,"OD Immature 1"
"2488",1848.033023,2867.395911,"Excitatory"
"2490",1913.988166,2832.970005,"OD Mature 3"
"2491",1746.746081,2895.80772,"Excitatory"
"2492",1767.010896,2818.609166,"Pericytes"
"2493",1771.233603,2828.147054,"Pericytes"
"2494",1901.506599,2808.816202,"Inhibitory"
"2495",1750.549541,2834.394945,"Endothelial 2"
"2496",1750.53732,2821.836555,"Endothelial 2"
"2497",1753.525383,2808.923481,"Endothelial 3"
"2498",1760.100589,2808.782038,"Pericytes"
"2499",1766.350888,2841.810012,"Pericytes"
"2500",1789.135671,2899.558555,"Ependymal"
"2501",1819.11584,2859.383279,"Excitatory"
"2504",1879.526834,2850.845231,"Excitatory"
"2505",1903.201247,2800.837257,"Inhibitory"
"2506",1733.038497,3078.368856,"Ependymal"
"2507",1733.666899,3067.623821,"Ependymal"
"2508",1738.090366,3101.648152,"Ependymal"
"2509",1737.974592,3112.111131,"Ependymal"
"2510",1739.801479,3073.570944,"Ependymal"
"2511",1745.972441,3137.908007,"Ependymal"
"2512",1745.955959,3165.262771,"Ependymal"
"2513",1752.116261,3135.121339,"Inhibitory"
"2514",1754.808187,3037.164119,"Excitatory"
"2515",1758.126648,3070.735942,"Ependymal"
"2516",1758.864651,3117.703904,"Astrocyte"
"2517",1759.047076,3022.33273,"Excitatory"
"2518",1761.33074,2990.327812,"Inhibitory"
"2519",1758.520482,3144.843844,"Excitatory"
"2520",1768.492299,3100.30405,"Excitatory"
"2521",1769.156952,3115.579423,"Excitatory"
"2522",1772.130514,3033.781829,"Excitatory"
"2523",1771.758364,3152.845204,"Excitatory"
"2524",1775.015917,3005.26885,"Excitatory"
"2525",1778.066418,3098.817836,"Excitatory"
"2526",1778.623241,3067.796849,"Excitatory"
"2527",1782.633143,3063.386144,"Astrocyte"
"2528",1786.565599,3165.938011,"Inhibitory"
"2529",1787.18305,3111.586016,"Excitatory"
"2530",1788.836969,2986.158542,"Ependymal"
"2531",1792.916026,3087.935584,"Inhibitory"
"2532",1793.269276,3146.016277,"Ependymal"
"2533",1797.067226,3159.161573,"Ependymal"
"2534",1797.092449,2990.756944,"Ependymal"
"2535",1798.450739,3056.831455,"Ependymal"
"2536",1797.603882,3019.593927,"Ependymal"
"2537",1799.104596,3069.145821,"Ependymal"
"2538",1802.684071,3115.001717,"Inhibitory"
